area,feeder,PEANO
N1,NIA08,27621059
N1,NIA08,18224603
N1,NIA08,29071202
N1,NIA08,14809372
N1,NIA08,6100000002
N1,NIA08,6100545842
N1,NIA08,29812950
N1,NIA08,17331930
N1,NIA08,29809688
N1,NIA08,29124616
N1,NIA08,23716957
N1,NIA08,23297582
N1,NIA08,16043247
N1,NIA08,19064440
N1,NIA08,26819979
N1,NIA08,28569828
N1,NIA08,23147836
N1,NIA08,5600027392
N1,NIA08,5800709989
N1,NIA08,5600681350
N1,NIA08,27058067
N1,NIA08,5600027370
N1,NIA08,20642192
N1,NIA08,25216508
N1,NIA08,26925525
N1,NIA08,18199440
N1,NIA08,29812973
N1,NIA08,21927007
N1,NIA08,14809368
N1,NIA08,17331922
N1,NIA08,29812928
N1,NIA08,29812991
N1,NIA08,6000341111
N1,NIA08,30262134
N1,NIA08,90309077
N1,NIA08,24388241
N1,NIA08,29809756
N1,NIA08,24602741
N1,NIA08,5600060615
N1,NIA08,5900455516
N1,NIA08,26820082
N1,NIA08,29124660
N1,NIA08,5900124003
N1,NIA08,20308301
N1,NIA08,26819966
N1,NIA08,27708119
N1,NIA08,21745554
N1,NIA08,5600681377
N1,NIA08,24260982
N1,NIA08,5600060703
N1,NIA08,6000266201
N1,NIA08,27703768
N1,NIA08,17331931
N1,NIA08,25248407
N1,NIA08,5800368458
N1,NIA08,5800448857
N1,NIA08,14809369
N1,NIA08,29079984
N1,NIA08,29812768
N1,NIA08,27817018
N1,NIA08,29079983
N1,NIA08,29813000
N1,NIA08,29812949
N1,NIA08,16043250
N1,NIA08,26925453
N1,NIA08,27621060
N1,NIA08,29815590
N1,NIA08,5800262849
N1,NIA08,5600681381
N1,NIA08,5900708985
N1,NIA08,5600027027
N1,NIA08,5600027024
N1,NIA08,6001353578
N1,NIA08,5600060695
N1,NIA08,28051007
N1,NIA08,5800448858
N1,NIA08,21378979
N1,NIA08,25180555
N1,NIA08,18774499
N1,NIA08,29812967
N1,NIA08,21379031
N1,NIA08,30263024
N1,NIA08,5701352554
N1,NIA08,16043252
N1,NIA08,26826309
N1,NIA08,5900151539
N1,NIA08,21999806
N1,NIA08,29812988
N1,NIA08,E017492
N1,NIA08,5800338016
N1,NIA08,23998908
N1,NIA08,29809753
N1,NIA08,5600060673
N1,NIA08,27807679
N1,NIA08,17187818
N1,NIA08,29813001
N1,NIA08,29812974
N1,NIA08,17187885
N1,NIA08,21325742
N1,NIA08,29815591
N1,NIA08,29812897
N1,NIA08,5800264182
N1,NIA08,29809755
N1,NIA08,24388188
N1,NIA08,5701450899
N1,NIA08,14606339
N1,NIA08,5600060696
N1,NIA08,23021252
N1,NIA08,28051493
N1,NIA08,27621061
N1,NIA08,5600060689
N1,NIA08,5800262847
N1,NIA08,20890563
N1,NIA08,26819977
N1,NIA08,5701450894
N1,NIA08,26863182
N1,NIA08,29079970
N1,NIA08,21745524
N1,NIA08,5700533841
N1,NIA08,5600060612
N1,NIA08,30262613
N1,NIA08,29812870
N1,NIA08,19142802
N1,NIA08,17957356
N1,NIA08,27392086
N1,NIA08,17331863
N1,NIA08,29812769
N1,NIA08,6000025159
N1,NIA08,16675681
N1,NIA08,8788575
N1,NIA08,24384956
N1,NIA08,17331934
N1,NIA08,E017491
N1,NIA08,29002400
N1,NIA08,17331932
N1,NIA08,18464037
N1,NIA08,20353666
N1,NIA08,5600060690
N1,NIA08,14606228
N1,NIA08,17330014
N1,NIA08,20587149
N1,NIA08,5600060685
N1,NIA08,5800262848
N1,NIA08,28050931
N1,NIA08,23815847
N1,NIA08,23147862
N1,NIA08,14606718
N1,NIA08,23002318
N1,NIA08,18224606
N1,NIA08,30263007
N1,NIA08,26819968
N1,NIA08,14809332
N1,NIA08,5800256855
N1,NIA08,23815850
N1,NIA08,E017519
N1,NIA08,20890544
N1,NIA08,20642451
N1,NIA08,6000262841
N1,NIA08,5800448790
N1,NIA08,B777156
N1,NIA08,19083879
N1,NIA08,5800337998
N1,NIA08,14809330
N1,NIA08,5600060672
N1,NIA08,5600021041
N1,NIA08,24321988
N1,NIA08,17187917
N1,NIA08,23998904
N1,NIA08,5600060686
N1,NIA08,28628227
N1,NIA08,21015655
N1,NIA08,25766465
N1,NIA08,5600681380
N1,NIA08,5800264213
N1,NIA08,29812896
N1,NIA08,29079989
N1,NIA08,24118151
N1,NIA08,23147865
N1,NIA08,5800264174
N1,NIA08,5800026172
N1,NIA08,21095440
N1,NIA08,27621142
N1,NIA08,25167416
N1,NIA08,5701450944
N1,NIA08,22912497
N1,NIA08,24683625
N1,NIA08,19202509
N1,NIA08,30262135
N1,NIA08,29812948
N1,NIA08,24260912
N1,NIA08,29812774
N1,NIA08,21136417
N1,NIA08,5800093875
N1,NIA08,5600060694
N1,NIA08,20267965
N1,NIA08,20642189
N1,NIA08,22390504
N1,NIA08,16478973
N1,NIA08,20890543
N1,NIA08,26321918
N1,NIA08,29124617
N1,NIA08,19060960
N1,NIA08,23815846
N1,NIA08,16043241
N1,NIA08,5600681384
N1,NIA08,5900312714
N1,NIA08,6100000065
N1,NIA08,25700755
N1,NIA08,28051494
N1,NIA08,5800254686
N1,NIA08,21012094
N1,NIA08,29812898
N1,NIA08,5800256863
N1,NIA08,29809744
N1,NIA08,26819978
N1,NIA08,19348834
N1,NIA08,19762385
N1,NIA08,21095434
N1,NIA08,5600060693
N1,NIA08,27621063
N1,NIA08,15760044
N1,NIA08,17957423
N1,NIA08,23035324
N1,NIA08,17331927
N1,NIA08,19941489
N1,NIA08,29809745
N1,NIA08,16103626
N1,NIA08,23297575
N1,NIA08,30447471
N1,NIA08,28051471
N1,NIA08,20642197
N1,NIA08,25178032
N1,NIA08,18212624
N1,NIA08,21095431
N1,NIA08,28086578
N1,NIA08,28647548
N1,NIA08,5800448853
N1,NIA08,23191936
N1,NIA08,23428939
N1,NIA08,29809750
N1,NIA08,5701189362
N1,NIA08,23147875
N1,NIA08,5800448806
N1,NIA08,19126352
N1,NIA08,26863160
N1,NIA08,25248427
N1,NIA08,26925524
N1,NIA08,28628220
N1,NIA08,29002399
N1,NIA08,23815848
N1,NIA08,5600060702
N1,NIA08,28074611
N1,NIA08,27621058
N1,NIA08,5900904127
N1,NIA08,15199929
N1,NIA08,29189943
N1,NIA08,28569822
N1,NIA08,20642180
N1,NIA08,29079987
N1,NIA08,26819970
N1,NIA08,29809743
N1,NIA08,29812927
N1,NIA08,24683634
N1,NIA08,5801101141
N1,NIA08,26815318
N1,NIA08,6100858056
N1,NIA08,20642195
N1,NIA08,5800098550
N1,NIA08,28628336
N1,NIA08,26861786
N1,NIA08,21095432
N1,NIA08,18244994
N1,NIA08,5600060692
N1,NIA08,23147863
N1,NIA08,19619847
N1,NIA08,24176627
N1,NIA08,18524833
N1,NIA08,26819982
N1,NIA08,23815708
N1,NIA08,26385459
N1,NIA08,29079986
N1,NIA08,5600060687
N1,NIA08,26819974
N1,NIA08,29496367
N1,NIA08,29079998
N1,NIA08,5800448896
N1,NIA08,5900151588
N1,NIA08,6100000086
N1,NIA08,6001461172
N1,NIA08,29809751
N1,NIA09,29815587
N1,NIA09,21987987
N1,NIA09,6100823717
N1,NIA09,20890542
N1,NIA09,26819984
N1,NIA09,9387666
N1,NIA09,6000025205
N1,NIA09,27338572
N1,NIA09,19142789
N1,NIA09,6000341095
N1,NIA09,Z10126450
N1,NIA09,6000845684
N1,NIA09,29815265
N1,NIA09,24179029
N1,NIA09,5701450951
N1,NIA09,5600024567
N1,NIA09,27705246
N1,NIA09,20368817
N1,NIA09,C824112
N1,NIA09,28021905
N1,NIA09,20369332
N1,NIA09,27338816
N1,NIA09,5900804763
N1,NIA09,5900043140
N1,NIA09,29071968
N1,NIA09,20991230
N1,NIA09,Z10126180
N1,NIA09,29134131
N1,NIA09,27338582
N1,NIA09,20890539
N1,NIA09,23374455
N1,NIA09,29156909
N1,NIA09,29078625
N1,NIA09,20890555
N1,NIA09,6000263678
N1,NIA09,20369339
N1,NIA09,27055669
N1,NIA09,30304559
N1,NIA09,20369328
N1,NIA09,5701452052
N1,NIA09,5600681407
N1,NIA09,29815594
N1,NIA09,28632066
N1,NIA09,5800257565
N1,NIA09,6000025131
N1,NIA09,30267769
N1,NIA09,24519427
N1,NIA09,20890557
N1,NIA09,6000341100
N1,NIA09,5801100703
N1,NIA09,6100822718
N1,NIA09,5701451767
N1,NIA09,20991236
N1,NIA09,6101160004
N1,NIA09,17927550
N1,NIA09,28569837
N1,NIA09,27046859
N1,NIA09,20991247
N1,NIA09,Z10126646
N1,NIA09,21119655
N1,NIA09,16237107
N1,NIA09,29808655
N1,NIA09,29071283
N1,NIA09,6000277566
N1,NIA09,Z10126388
N1,NIA09,28050957
N1,NIA09,29812231
N1,NIA09,6100858401
N1,NIA09,Z10126548
N1,NIA09,17178221
N1,NIA09,26925462
N1,NIA09,18587140
N1,NIA09,5701352553
N1,NIA09,29134263
N1,NIA09,20308258
N1,NIA09,6000025204
N1,NIA09,5701450952
N1,NIA09,6100823716
N1,NIA09,25788441
N1,NIA09,20369331
N1,NIA09,25803542
N1,NIA09,20890541
N1,NIA09,5600060517
N1,NIA09,29066904
N1,NIA09,29812979
N1,NIA09,20601833
N1,NIA09,Z10126323
N1,NIA09,20368818
N1,NIA09,20890540
N1,NIA09,6001713589
N1,NIA09,21136786
N1,NIA09,6000341096
N1,NIA09,29809742
N1,NIA09,26861186
N1,NIA09,5600061346
N1,NIA09,5800294984
N1,NIA09,20890558
N1,NIA09,20839858
N1,NIA09,29808658
N1,NIA09,6000341099
N1,NIA09,5800294982
N1,NIA09,5701450950
N1,NIA09,26819985
N1,NIA09,18244970
N1,NIA09,18007433
N1,NIA09,23075212
N1,NIA09,5701450954
N1,NIA09,5800294987
N1,NIA09,6000262838
N1,NIA09,26819983
N1,NIA09,18007098
N1,NIA09,6000341098
N1,NIA09,28129625
N1,NIA09,26465366
N1,NIA09,15716900
N1,NIA09,6001699294
N1,NIA09,28010837
N1,NIA09,20991234
N1,NIA09,27338814
N1,NIA09,6000341097
N1,NIA09,24403021
N1,NIA09,29808257
N1,NIA09,24376068
N1,NIA09,17913992
N1,NIA09,23311909
N1,NIA09,28051496
N1,NIA09,30267766
N1,NIA09,18198674
N1,NIA09,Z10126106
N1,NIA09,5701450953
N1,NIA09,27338571
N1,NIA09,27338570
N1,NIA09,30447729
N1,NIA09,5701450949
N1,NIA09,30267771
N1,NIA09,5701454755
N1,NIA09,Z10126190
N1,NIA09,6001713582
N1,NIA09,29811602
N1,NIA09,28640194
N1,NIA09,28640195
N1,NIA09,23079140
N1,NIA09,6100857992
N1,NIA09,21119674
N1,NIA09,30267770
N1,NIA09,23106181
N1,NIA09,5800665429
N1,NIA09,28051385
N1,NIA09,20369334
N1,NIA09,6000002577
N1,NIA09,20890556
N1,NIA09,26465403
N1,NIA09,28640163
N1,NIA09,29811603
N1,NIA09,24179107
N1,NIA10,5600681405
N1,NIA10,27705237
N1,NIA10,5800665118
N1,NIA10,28665311
N1,NIA10,16940513
N1,NIA10,5600680591
N1,NIA10,5701450887
N1,NIA10,25220888
N1,NIA10,5600060701
N1,NIA10,23998891
N1,NIA10,25248426
N1,NIA10,5800448859
N1,NIA10,30263011
N1,NIA10,6001353618
N1,NIA10,25180600
N1,NIA10,29809747
N1,NIA10,24176565
N1,NIA10,5800448852
N1,NIA10,19401934
N1,NIA10,90307343
N1,NIA10,29124582
N1,NIA10,23076484
N1,NIA10,20587044
N1,NIA10,18544663
N1,NIA10,24322073
N1,NIA10,5600459183
N1,NIA10,30304535
N1,NIA10,19083966
N1,NIA10,26621870
N1,NIA10,18931149
N1,NIA10,29809700
N1,NIA10,18931136
N1,NIA10,5800262818
N1,NIA10,24260942
N1,NIA10,20967405
N1,NIA10,23998898
N1,NIA10,18931135
N1,NIA10,20516974
N1,NIA10,6001353161
N1,NIA10,21552210
N1,NIA10,5900163613
N1,NIA10,25767843
N1,NIA10,23070647
N1,NIA10,29124666
N1,NIA10,29809746
N1,NIA10,24260941
N1,NIA10,19963879
N1,NIA10,19963959
N1,NIA10,14222992
N1,NIA10,17183964
N1,NIA10,21552209
N1,NIA10,21552207
N1,NIA10,5600027021
N1,NIA10,19479365
N1,NIA10,18464064
N1,NIA10,22979728
N1,NIA10,C007492
N1,NIA10,23998893
N1,NIA10,5701450904
N1,NIA10,19934832
N1,NIA10,5600021047
N1,NIA10,6100000034
N1,NIA10,29809748
N1,NIA10,26819971
N1,NIA10,23021163
N1,NIA10,17212164
N1,NIA10,29812964
N1,NIA10,5800262827
N1,NIA10,23998899
N1,NIA10,24036189
N1,NIA10,24119884
N1,NIA10,26819972
N1,NIA10,29812945
N1,NIA10,23025463
N1,NIA10,6100929927
N1,NIA10,24322082
N1,NIA10,20991237
N1,NIA10,27807666
N1,NIA10,29812989
N1,NIA10,18931150
N1,NIA10,24176560
N1,NIU01,19059097
N1,NIU02,29189841
N1,NIU02,27677196
N1,NIU02,27703767
N1,NIU02,19059119
N1,NIU03,22994696
N1,NIU03,6000047162
N1,NIU03,29977715
N1,NIU03,90307358
N1,NIU03,90028805
N1,NIU03,90309083
N1,NIU03,Z10126654
N1,NIU03,27709792
N1,NIU03,Z10126637
N1,NIU05,23068114
N1,NIU05,27708085
C1,NVA01,27584415
C1,NVA01,15852484
C1,NVA01,27670247
C1,NVA01,6100035177
C1,NVA01,27703117
C1,NVA01,27756642
C1,NVA01,27584491
C1,NVA01,27584529
C1,NVA01,29101605
C1,NVA01,27873809
C1,NVA01,28371845
C1,NVA01,29160109
C1,NVA01,27670243
C1,NVA01,27681384
C1,NVA01,5701060368
C1,NVA01,90328388
C1,NVA01,5800276963
C1,NVA01,21435208
C1,NVA02,27873825
C1,NVA02,29180212
C1,NVA02,6000048326
C1,NVA02,28053546
C1,NVA02,18217380
C1,NVA02,29180220
C1,NVA02,27584531
C1,NVA02,27678496
C1,NVA02,5801264853
C1,NVA02,30128192
C1,NVA03,23432695
C1,NVA03,27710603
C1,NVA03,27710587
C1,NVA07,23066566
C1,NVA07,29179875
C1,NVA07,6000048353
C1,NVA07,23066568
C1,NVA07,27584447
C1,NVA07,27584515
C1,NVA07,23066569
C1,NVA07,5801044244
C1,NVA07,23068532
C1,NVA07,6001706931
C1,NVA07,30006516
C1,NVA07,22968369
C1,NVA08,15279154
C1,NVA08,27064400
C1,NVA08,27690126
C1,NVA08,29180150
C1,NVA08,29179997
C1,NVA08,27782644
C1,NVA08,22004765
C1,NVA08,27478236
C1,NVA08,27446091
C1,NVA08,6100900937
C1,NVA09,9127092
C1,NVA09,9127045
C1,NVA09,5801043955
C1,NVA09,5801043954
C1,NVA09,5801043933
C1,NVA09,90308047
C1,NVA09,5801043956
C1,NVA10,5800271876
C1,NVA10,28271074
C1,NVA10,5700751011
C1,NVA10,5600133544
C1,NVA10,5701513093
C1,NVA10,6000549879
C1,NVA10,25196327
C1,NVA10,23067740
C1,NVA10,9041505
C1,NVA10,90279275
C1,NVA10,90279271
C1,NVA10,17015099
C1,NVA10,28069030
C1,NVA10,27703077
C1,NVA10,27756746
C1,NVA10,27673311
C1,NVA10,29159773
C1,NVA10,27708671
C1,NVA10,27584517
C1,NVA10,27063324
C1,NVA10,23067421
C1,NVA10,19062832
C1,NVA10,29159774
C1,NVA10,27584533
C1,NVA10,21129764
C1,NVA10,90338369
C1,NVA10,19060379
C1,NVA10,30006582
C1,NVA10,6000612873
C1,NVA10,5700655436
C1,NVA10,25912621
C1,NVA10,25912623
C1,NVA10,21435090
C1,NVA10,20015875
C1,NVA10,25912616
C1,NVA10,5700219193
C1,NVA10,5600470303
C1,NVA10,5700219201
C1,NVA10,24369926
C1,NVA10,24126350
C1,NVA10,25912609
C1,NVA10,16179540
C1,NVA10,5700655422
C1,NVA10,6000612870
C1,NVA10,5700219184
C1,NVA10,20261136
C1,NVA10,5600470301
C1,NVA10,5700655432
C1,NVA10,24234582
C1,NVA10,5700219200
C1,NVA10,5700655447
C1,NVA10,20107109
C1,NVA10,21435130
C1,NVA10,26151015
C1,NVA10,25912620
C1,NVA10,5600133507
C1,NVA10,26151016
C1,NVA10,5600470395
C1,NVA10,27026192
C1,NVA10,5700219185
C1,NVA10,19823649
C1,NVA10,5701005890
C1,NVA10,26150927
C1,NVA10,25912611
C1,NVA10,24398565
C1,NVA10,5600470380
C1,NVA10,25912610
C1,NVA10,6000530929
C1,NVA10,5700751008
C1,NVA10,25912628
C1,NVA10,5600470304
C1,NVA10,26151018
C1,NVA10,24123596
C1,NVA10,20875976
C1,NVA10,28526363
C1,NVA10,26151019
C1,NVA10,18630945
C1,NVA10,5600133510
C1,NVA10,26150925
C1,NVA10,18536202
C1,NVA10,23000703
C1,NVA10,18975450
C1,NVA10,19675214
C1,NVA10,26417983
C1,NVA10,24123602
C1,NVA10,21043150
C1,NVA10,22044993
C1,NVA10,26150916
C1,NVA10,26366060
C1,NVA10,28271040
C1,NVA10,28271009
C1,NVA10,5600470394
C1,NVA10,30137434
C1,NVA10,5600470393
C1,NVA10,25248783
C1,NVA10,6000017031
C1,NVA10,27690154
C1,NVA10,28271073
C1,NVA10,27015286
C1,NVA10,5600470302
C1,NVA10,5700655421
C1,NVA10,19661313
C1,NVA10,25912627
C1,NVA10,26225139
C1,NVA10,28182447
C1,NVA10,21112452
C1,NVA10,5700751012
C1,NVA10,25912598
C1,NVA10,24123601
C1,NVA10,27026183
C1,NVA10,5600470388
C1,NVA10,5700751010
C1,NVA10,5600133490
C1,NVA10,5800806115
C1,NVA10,5801043398
C1,NVA10,5800805623
C1,NVA10,25912585
C1,NVA10,27782923
C1,NVA10,90036555
C1,NVA10,25912588
C1,NVA10,19457254
C1,NVA10,23426454
C1,NVA10,5700655429
C1,NVA10,5600133444
C1,NVA10,5600133447
C1,NVA10,16716075
C1,NVA10,17940944
C1,NVA10,5801218016
C1,NVA10,5700219182
C1,NVA10,28604840
C1,NVA10,5700655377
C1,NVA10,24123599
C1,NVA10,5700916693
C1,NVA10,5700219195
C1,NVA10,27015548
C1,NVA10,5700219203
C1,NVA10,28271039
C1,NVA10,28271038
C1,NVA10,30087718
C1,NVA10,5700219180
C1,NVA10,5700219187
C1,NVA10,25912629
C1,NVA10,5600133445
C1,NVA10,5800687783
C1,NVA10,90151046
C1,NVA10,21084568
C1,NVA10,5700219186
C1,NVA10,28271035
C1,NVA10,30137388
C1,NVA10,5600133509
C1,NVA10,5701511963
C1,NVA10,6000612864
C1,NVA10,20261087
C1,NVA10,5700219181
C1,NVA10,5600470333
C1,NVA10,28526056
C1,NVA10,5600470387
C1,NVA10,25912591
C1,NVA10,25912604
C1,NVA10,19671253
C1,NVA10,18975712
C1,NVA10,5700751062
C1,NVA10,26150713
C1,NVA10,5700219197
C1,NVA10,24123595
C1,NVA10,25912608
C1,NVA10,5700655423
C1,NVA10,5700655431
C1,NVA10,25912602
C1,NVA10,25912590
C1,NVA10,23206581
C1,NVA10,25912600
C1,NVA10,5700219196
C1,NVA10,18159279
C1,NVA10,5700219179
C1,NVA10,22094186
C1,NVA10,25912601
C1,NVA10,25912137
C1,NVA10,6000532319
C1,NVA10,25912615
C1,NVA10,17812719
C1,NVA10,25913653
C1,NVA10,20785699
C1,NVA10,28271072
C1,NVA10,5700219178
C1,NVA10,5700655380
C1,NVA10,21003717
C1,NVA10,25912584
C1,NVA10,24123600
C1,NVA10,5701473069
C1,NVA10,5701343627
C1,NVA10,25912626
C1,NVA10,28116772
C1,NVA10,20565325
C1,NVA10,5600133443
C1,NVA10,5600133505
C1,NVA10,23308040
C1,NVA10,26150923
C1,NVA10,17225410
C1,NVA10,25912603
C1,NVA10,5701512267
C1,NVA10,28271071
C1,NVA10,5801043388
C1,NVA10,28271007
C1,NVA10,17245428
C1,NVA10,5600469676
C1,NVA10,24489649
C1,NVA10,27446105
C1,NVA10,17527289
C1,NVA10,25087637
C1,NVA10,19650726
C1,NVA10,5700219202
C1,NVA10,5700219199
C1,NVA10,26076977
C1,NVA10,26150926
C1,NVA10,26104708
C1,NVA10,19173257
C1,NVA10,20387331
C1,NVA10,5600050340
C1,NVA10,28271020
C1,NVA10,24370072
C1,NVA10,26150968
C1,NVA10,17376258
C1,NVA10,19075339
C1,NVA10,24516318
C1,NVA10,26151020
C1,NVA10,5700219177
C1,NVA10,5700219189
C1,NVA10,5600468853
C1,NVA10,27271440
C1,NVA10,28271077
C1,NVA10,25912593
C1,NVA10,25912592
C1,NVA10,25912587
C1,NVA10,26150924
C1,NVA10,26130643
C1,NVA10,24123594
C1,NVA10,20785826
C1,NVA10,24123598
C1,NVA10,17535227
C1,NVA10,19161065
C1,NVA10,6100901513
C1,NVA10,5700219183
C1,NVA10,5600470396
C1,NVA10,25912586
C1,NVA10,25912599
C1,NVA10,26151021
C1,NVA10,26150823
C1,NVA10,17809432
C1,NVA10,5700655379
C1,NVA10,5700219192
C1,NVA10,25912583
C1,NVA10,25912614
C1,NVA10,29370315
C1,NVA10,25912607
C1,NVA10,25912606
C1,NVA10,25911640
C1,NVA10,17564216
C1,NVA10,5800687782
C1,NVA10,28271057
C1,NVA10,25912625
C1,NVA10,25912605
C1,NVA10,26150930
C1,NVA10,26150931
C1,NVA10,21188597
C1,NVA10,19474993
C1,NVA10,25083965
C1,NVA10,6000373931
C1,NVA10,5700655378
C1,NVA10,5701512276
C1,NVA10,5701059779
C1,NVA10,5700219190
C1,NVA10,5700219198
C1,NVA10,25912589
C1,NVA10,25912596
C1,NVA10,25912613
C1,NVA10,26150929
C1,NVA10,30593426
C1,NVA10,24369992
C1,NVA10,28271056
C1,NVA10,16919931
C1,NVA10,28271075
C1,NVA10,5700751013
C1,NVA10,5700751014
C1,NVA10,26150928
C1,NVA10,27111261
C1,NVA10,5600470378
C1,NVA10,25912630
C1,NVA10,30088842
C1,NVA10,30137225
C1,NVA10,24123597
C1,NVA10,20565369
C1,NVA10,5600470379
C1,NVA10,6000612792
C1,NVA10,5700655448
C1,NVA10,26079018
C1,NVA10,24332627
C1,NVA10,5600133542
C1,NVA10,28603600
C1,NVA10,5700655430
C1,NVA10,26151017
C1,NVA10,17564213
C1,NVA10,25912595
C1,NVA10,28271041
C1,NVA10,27478235
C1,NVA10,5700219194
C1,NVA10,5700751063
C1,NVA10,5701512279
C1,NVA10,5801043397
C1,NVA10,6000612865
C1,NVA10,18088432
C1,NVA10,19661326
C1,NVA10,5700458156
C1,NVA10,18851082
C1,NVA10,20107093
C1,NVA10,25912594
C1,NVA10,30139165
C1,NVA10,22997976
C1,NVA10,5700219188
C1,NVB01,26471200
C1,NVB01,5900798109
C1,NVB07,27670271
C1,NVB07,5900799278
C1,NVB07,28116103
C1,NVB07,24398567
C1,NVB07,29160106
C1,NVB07,27072818
C1,NVB07,27584450
C1,NVB07,28117005
C1,NVB07,30128953
C1,NVB07,29138718
C1,NVB07,23000601
C1,NVB07,27012763
C1,NVB09,28116069
C1,NVB09,28116070
C1,NVB09,28116112
C1,NVB09,23044450
C1,NVB09,24369985
C1,NVB10,0290828
C1,NVB10,0290831
C1,NVB10,27708745
C1,NVB10,22824503
C1,NVB10,19661212
C1,NVB10,22824502
C1,NVB10,22824501
C1,NVC01,29180045
C1,NVC01,28149691
C1,NVC01,6000050844
C1,NVC01,24380311
C1,NVC01,27708673
C1,NVC01,6000485822
C1,NVC01,5700041931
C1,NVC01,23426483
C1,NVC01,24125926
C1,NVC01,27446320
C1,NVC01,27708655
C1,NVC01,27446318
C1,NVC01,5700628001
C1,NVC01,27006836
C1,NVC01,22824454
C1,NVC02,27674187
C1,NVC02,25248850
C1,NVC02,27672633
C1,NVC02,27756718
C1,NVC02,27584690
C1,NVC02,27756742
C1,NVC02,27756717
C1,NVC02,5701544508
C1,NVC02,27584524
C1,NVC02,27756904
C1,NVC02,24398566
C1,NVC02,6000048395
C1,NVC02,27670252
C1,NVC02,27756905
C1,NVC02,27584528
C1,NVC02,27782784
C1,NVC02,28149687
C1,NVC02,90328215
C1,NVC02,22824464
C1,NVC04,28056532
C1,NVC04,24398591
C1,NVC04,29180243
C1,NVC04,6000037361
C1,NVC04,6000050847
C1,NVC04,27756745
C1,NVC04,27064395
C1,NVC04,27015517
C1,NVC04,5701473124
C1,NVC04,27710585
C1,NVC04,6000037362
C1,NVC04,27044676
C1,NVC04,28068627
C1,NVC04,27756732
C1,NVC04,5600049499
C1,NVC04,28181706
C1,NVC04,21544871
C1,NVC04,5801045107
C1,NVC04,23000701
C1,NVC04,28116716
C1,NVC04,5800688575
C1,NVC05,Z10011389
C1,NVC05,23068436
C1,NVC05,27756739
C1,NVC05,27703100
C1,NVC05,28014606
C1,NVC05,27756723
C1,NVC05,Z10011396
C1,NVC06,19473474
C1,NVC06,16716153
C1,NVC06,16716152
C1,NVC06,18875322
C1,NVC09,27708743
C1,NVC10,6000048319
C1,NVC10,90327378
C1,NVD02,27756722
C1,NVD02,29159480
C1,NVD02,27756716
C1,NVD02,27756750
C1,NVD02,27710591
C1,NVD02,27756741
C1,NVD02,5801043360
C1,NVD02,5700655026
C1,NVD02,27756728
C1,NVD02,27756740
C1,NVD02,27782782
C1,NVD02,5800688570
C1,NVD02,5801043359
C1,NVD02,5700751529
C1,NVD02,6000612734
C1,NVD02,6000530902
C1,NVD02,30086082
C1,NVD02,5801043358
C1,NVD02,5700751531
C1,NVD02,30086080
C1,NVD02,5700751532
C1,NVD02,30086081
C1,NVD02,30086083
C1,NVD02,17245485
C1,NVD02,5701343469
C1,NVD02,30086092
C1,NVD02,30086093
C1,NVD02,5700751530
C1,NVD03,26211106
C1,NVD03,30243174
C1,NVD03,5700217939
C1,NVD03,27549769
C1,NVD03,27448572
C1,NVD03,27300855
C1,NVD03,27487562
C1,NVD03,5600470293
C1,NVD03,23033334
C1,NVD03,5801043083
C1,NVD03,27264769
C1,NVD03,30241074
C1,NVD03,27874545
C1,NVD03,27549105
C1,NVD03,30128928
C1,NVD03,27478085
C1,NVD03,27501868
C1,NVD03,23005212
C1,NVD03,27478114
C1,NVD03,25913969
C1,NVD03,90151061
C1,NVD03,27012740
C1,NVD03,5801218403
C1,NVD03,27501910
C1,NVD03,90286490
C1,NVD03,5801043284
C1,NVD03,26080152
C1,NVD03,5801043291
C1,NVD03,27487682
C1,NVD03,5700655036
C1,NVD03,27301135
C1,NVD03,27446212
C1,NVD03,27549236
C1,NVD03,27506750
C1,NVD03,27549027
C1,NVD03,90150880
C1,NVD03,27446099
C1,NVD03,27506790
C1,NVD03,27285013
C1,NVD03,27506825
C1,NVD03,27421094
C1,NVD03,27782976
C1,NVD03,27549397
C1,NVD03,27448794
C1,NVD03,27448527
C1,NVD03,30241135
C1,NVD03,5600468952
C1,NVD03,5701343625
C1,NVD03,5701513013
C1,NVD03,5801044006
C1,NVD03,5700041414
C1,NVD03,5801043248
C1,NVD03,27549770
C1,NVD03,24490574
C1,NVD03,27448469
C1,NVD03,27448508
C1,NVD03,27477744
C1,NVD03,27550152
C1,NVD03,27506773
C1,NVD03,26150842
C1,NVD03,20631786
C1,NVD03,27549041
C1,NVD03,27549281
C1,NVD03,20260916
C1,NVD03,22941318
C1,NVD03,27756714
C1,NVD03,24398602
C1,NVD03,9391718
C1,NVD03,18294798
C1,NVD03,23033835
C1,NVD03,23033344
C1,NVD03,23075734
C1,NVD03,6000037233
C1,NVD03,27719654
C1,NVD03,27706189
C1,NVD03,27706181
C1,NVD03,27706187
C1,NVD03,27703123
C1,NVD03,27706186
C1,NVD03,27706208
C1,NVD03,27705375
C1,NVD03,27706222
C1,NVD03,27702638
C1,NVD03,27708742
C1,NVD03,29159385
C1,NVD03,28068620
C1,NVD03,27045141
C1,NVD03,28068529
C1,NVD03,27678514
C1,NVD03,27584498
C1,NVD03,27719533
C1,NVD03,27045134
C1,NVD03,27072862
C1,NVD03,25233549
