area,feeder,PEANO
C1,NVD03,21136346
C1,NVD03,23064435
C1,NVD03,27045127
C1,NVD03,27584489
C1,NVD03,19042090
C1,NVD03,28068541
C1,NVD03,23005258
C1,NVD03,25196004
C1,NVD03,19042141
C1,NVD03,27584500
C1,NVD03,19042218
C1,NVD03,27675138
C1,NVD03,27719543
C1,NVD03,21129737
C1,NVD03,27584472
C1,NVD03,27782801
C1,NVD03,27719641
C1,NVD03,27719621
C1,NVD03,27584492
C1,NVD03,19064511
C1,NVD03,29116179
C1,NVD03,27675474
C1,NVD03,21003766
C1,NVD03,21142102
C1,NVD03,21122490
C1,NVD03,90280618
C1,NVD03,23027976
C1,NVD03,27060539
C1,NVD03,90280556
C1,NVD03,19061612
C1,NVD03,21126721
C1,NVD03,23020286
C1,NVD03,18378223
C1,NVD03,23070266
C1,NVD03,27584455
C1,NVD03,90333323
C1,NVD03,6000017025
C1,NVD03,29094858
C1,NVD03,29159775
C1,NVD03,29094935
C1,NVD03,29116424
C1,NVD03,27703118
C1,NVD03,29094861
C1,NVD03,27708741
C1,NVD03,29180134
C1,NVD03,28088777
C1,NVD03,28053534
C1,NVD03,29116404
C1,NVD03,27584456
C1,NVD03,27719527
C1,NVD03,27719519
C1,NVD03,27719546
C1,NVD03,27072812
C1,NVD03,27045137
C1,NVD03,27706182
C1,NVD03,27706198
C1,NVD03,27584499
C1,NVD03,27700902
C1,NVD03,27675130
C1,NVD03,28116071
C1,NVD03,28056520
C1,NVD03,19050064
C1,NVD03,28116074
C1,NVD03,28068532
C1,NVD03,27719625
C1,NVD03,27702636
C1,NVD03,27701307
C1,NVD03,27670273
C1,NVD03,27584457
C1,NVD03,28163867
C1,NVD03,27678513
C1,NVD03,27584497
C1,NVD03,27584486
C1,NVD03,27719515
C1,NVD03,19042210
C1,NVD03,27719562
C1,NVD03,27719524
C1,NVD03,21135304
C1,NVD03,27719540
C1,NVD03,24396379
C1,NVD03,D244548
C1,NVD03,27072800
C1,NVD03,27063622
C1,NVD03,27072807
C1,NVD03,21129770
C1,NVD03,23005251
C1,NVD03,21140984
C1,NVD03,24381750
C1,NVD03,23070557
C1,NVD03,28115305
C1,NVD03,29180394
C1,NVD03,5900126903
C1,NVD03,23045855
C1,NVD03,28056085
C1,NVD03,27710085
C1,NVD03,27706197
C1,NVD03,27060626
C1,NVD03,27703124
C1,NVD03,27703074
C1,NVD03,5700000176
C1,NVD03,27702626
C1,NVD03,29094857
C1,NVD03,29101584
C1,NVD03,28088921
C1,NVD03,27702623
C1,NVD03,27584522
C1,NVD03,29101699
C1,NVD03,5700041782
C1,NVD03,23003666
C1,NVD03,27045143
C1,NVD03,27719516
C1,NVD03,27719549
C1,NVD03,27045129
C1,NVD03,27706203
C1,NVD03,28375213
C1,NVD03,27705376
C1,NVD03,27705378
C1,NVD03,27705379
C1,NVD03,21126742
C1,NVD03,27675129
C1,NVD03,27063332
C1,NVD03,27678515
C1,NVD03,27678516
C1,NVD03,27670265
C1,NVD03,27063323
C1,NVD03,27045146
C1,NVD03,25210398
C1,NVD03,27719618
C1,NVD03,28068540
C1,NVD03,27044915
C1,NVD03,27702640
C1,NVD03,28149686
C1,NVD03,27702635
C1,NVD03,27702631
C1,NVD03,27584535
C1,NVD03,28115291
C1,NVD03,27584519
C1,NVD03,27719657
C1,NVD03,27719561
C1,NVD03,27719658
C1,NVD03,28061258
C1,NVD03,28056113
C1,NVD03,27719542
C1,NVD03,28149550
C1,NVD03,27584462
C1,NVD03,27675136
C1,NVD03,27675137
C1,NVD03,27782826
C1,NVD03,19042073
C1,NVD03,27719662
C1,NVD03,28116102
C1,NVD03,19042093
C1,NVD03,19042158
C1,NVD03,28014558
C1,NVD03,6222695
C1,NVD03,19061660
C1,NVD03,90279304
C1,NVD03,27044937
C1,NVD03,27044887
C1,NVD03,27072811
C1,NVD03,27072802
C1,NVD03,21126744
C1,NVD03,19042250
C1,NVD03,19050109
C1,NVD03,23071214
C1,NVD03,6000017012
C1,NVD03,5800023883
C1,NVD03,29179977
C1,NVD03,5900155770
C1,NVD03,28088709
C1,NVD03,5701542037
C1,NVD03,27678498
C1,NVD03,27703225
C1,NVD03,27703227
C1,NVD03,23045160
C1,NVD03,27703121
C1,NVD03,29094934
C1,NVD03,27703122
C1,NVD03,27703230
C1,NVD03,5700000177
C1,NVD03,23045180
C1,NVD03,28056182
C1,NVD03,5701010481
C1,NVD03,29094971
C1,NVD03,28088792
C1,NVD03,27703232
C1,NVD03,27674185
C1,NVD03,27584493
C1,NVD03,27702620
C1,NVD03,27702627
C1,NVD03,27719528
C1,NVD03,27045133
C1,NVD03,27045132
C1,NVD03,27719550
C1,NVD03,27719632
C1,NVD03,28068352
C1,NVD03,27706185
C1,NVD03,27670428
C1,NVD03,27675135
C1,NVD03,27675143
C1,NVD03,27706220
C1,NVD03,27719614
C1,NVD03,28116078
C1,NVD03,28068539
C1,NVD03,28116099
C1,NVD03,28056514
C1,NVD03,27719616
C1,NVD03,27584464
C1,NVD03,27719663
C1,NVD03,27584459
C1,NVD03,27584460
C1,NVD03,27719526
C1,NVD03,27719552
C1,NVD03,21126741
C1,NVD03,27719649
C1,NVD03,18294816
C1,NVD03,27719554
C1,NVD03,27072820
C1,NVD03,28088744
C1,NVD03,27063596
C1,NVD03,25196014
C1,NVD03,27072803
C1,NVD03,23035170
C1,NVD03,18306844
C1,NVD03,24381716
C1,NVD03,18298434
C1,NVD03,19063032
C1,NVD03,23033133
C1,NVD03,19042188
C1,NVD03,21144177
C1,NVD03,27044720
C1,NVD03,29174026
C1,NVD03,6000048374
C1,NVD03,6000172647
C1,NVD03,28088789
C1,NVD03,27703229
C1,NVD03,27708738
C1,NVD03,21126726
C1,NVD03,23045147
C1,NVD03,8748749
C1,NVD03,29124964
C1,NVD03,29159809
C1,NVD03,5900170280
C1,NVD03,28149630
C1,NVD03,27706191
C1,NVD03,28068364
C1,NVD03,27702621
C1,NVD03,27705380
C1,NVD03,27706183
C1,NVD03,27706184
C1,NVD03,27706196
C1,NVD03,27706219
C1,NVD03,27702628
C1,NVD03,28068542
C1,NVD03,27045153
C1,NVD03,27584452
C1,NVD03,27584471
C1,NVD03,28068533
C1,NVD03,27675139
C1,NVD03,27702632
C1,NVD03,18306941
C1,NVD03,27701654
C1,NVD03,27706217
C1,NVD03,29175796
C1,NVD03,27706206
C1,NVD03,28056154
C1,NVD03,27719541
C1,NVD03,28116095
C1,NVD03,27072806
C1,NVD03,27063595
C1,NVD03,27719628
C1,NVD03,23035150
C1,NVD03,27044920
C1,NVD03,27044721
C1,NVD03,19050151
C1,NVD03,27060763
C1,NVD03,16618588
C1,NVD03,27719639
C1,NVD03,27028759
C1,NVD03,27719544
C1,NVD03,27719661
C1,NVD03,27719627
C1,NVD03,18306937
C1,NVD03,21126729
C1,NVD03,25233561
C1,NVD03,27756715
C1,NVD03,24398690
C1,NVD03,19042270
C1,NVD03,27072863
C1,NVD03,27045131
C1,NVD03,5900126904
C1,NVD03,5700000175
C1,NVD03,28088900
C1,NVD03,23045175
C1,NVD03,29101619
C1,NVD03,22004696
C1,NVD03,27708744
C1,NVD03,27706190
C1,NVD03,27703233
C1,NVD03,27706205
C1,NVD03,27670258
C1,NVD03,23070264
C1,NVD03,28149689
C1,NVD03,28149608
C1,NVD03,27675132
C1,NVD03,27703119
C1,NVD03,27706195
C1,NVD03,27706207
C1,NVD03,23071207
C1,NVD03,27706214
C1,NVD03,27706223
C1,NVD03,27706221
C1,NVD03,28115391
C1,NVD03,27702625
C1,NVD03,28053526
C1,NVD03,27756719
C1,NVD03,28056518
C1,NVD03,27702641
C1,NVD03,27671246
C1,NVD03,21135298
C1,NVD03,29125063
C1,NVD03,29125073
C1,NVD03,23066281
C1,NVD03,27675141
C1,NVD03,27706215
C1,NVD03,27584494
C1,NVD03,27719531
C1,NVD03,20031093
C1,NVD03,20432998
C1,NVD03,27072797
C1,NVD03,27072798
C1,NVD03,21139046
C1,NVD03,27719631
C1,NVD03,27072799
C1,NVD03,14895679
C1,NVD03,25210395
C1,NVD03,90279303
C1,NVD03,21126704
C1,NVD03,23070267
C1,NVD03,21135368
C1,NVD03,27044911
C1,NVD03,21136360
C1,NVD03,27719529
C1,NVD03,23075781
C1,NVD03,27063630
C1,NVD03,19039723
C1,NVD03,28068729
C1,NVD03,27719553
C1,NVD03,19042253
C1,NVD03,27448462
C1,NVD03,22004747
C1,NVD03,27446340
C1,NVD03,27550209
C1,NVD03,27549180
C1,NVD03,27284991
C1,NVD03,27549786
C1,NVD03,27477685
C1,NVD03,27448539
C1,NVD03,5701011723
C1,NVD03,30087570
C1,NVD03,27549815
C1,NVD03,30241266
C1,NVD03,6100787861
C1,NVD03,27506816
C1,NVD03,27549425
C1,NVD03,27421091
C1,NVD03,27477849
C1,NVD03,5801217939
C1,NVD03,27487937
C1,NVD03,28603763
C1,NVD03,27549759
C1,NVD03,27550194
C1,NVD03,27285023
C1,NVD03,30138517
C1,NVD03,27478145
C1,NVD03,27284954
C1,NVD03,19665183
C1,NVD03,27501815
C1,NVD03,22354813
C1,NVD03,27549282
C1,NVD03,27026835
C1,NVD03,27421014
C1,NVD03,5700041064
C1,NVD03,27549049
C1,NVD03,30241134
C1,NVD03,27477998
C1,NVD03,5801218211
C1,NVD03,5701061986
C1,NVD03,27550197
C1,NVD03,27446202
C1,NVD03,27549303
C1,NVD03,5701084505
C1,NVD03,27477801
C1,NVD03,27477768
C1,NVD03,27448815
C1,NVD03,27448495
C1,NVD03,27874668
C1,NVD03,27446040
C1,NVD03,27285028
C1,NVD03,27477838
C1,NVD03,27549419
C1,NVD03,18485899
C1,NVD03,27549424
C1,NVD03,27549701
C1,NVD03,27448726
C1,NVD03,27477995
C1,NVD03,27448845
C1,NVD03,27550181
C1,NVD03,27549046
C1,NVD03,27477818
C1,NVD03,27026878
C1,NVD03,26471134
C1,NVD03,27446158
C1,NVD03,27549347
C1,NVD03,27487953
C1,NVD03,27487767
C1,NVD03,27448879
C1,NVD03,27478005
C1,NVD03,5701061496
C1,NVD03,27284973
C1,NVD03,18088507
C1,NVD03,27448498
C1,NVD03,5700623437
C1,NVD03,27477681
C1,NVD03,27550133
C1,NVD03,27448552
C1,NVD03,27506758
C1,NVD03,27549329
C1,NVD03,26152477
C1,NVD03,27549787
C1,NVD03,28115390
C1,NVD03,5700622517
C1,NVD03,27549187
C1,NVD03,27448732
C1,NVD03,27446308
C1,NVD03,27487955
C1,NVD03,27421019
C1,NVD03,27448511
C1,NVD03,27477852
C1,NVD03,28604900
C1,NVD03,27448823
C1,NVD03,27448758
C1,NVD03,27506805
C1,NVD03,27477910
C1,NVD03,27421213
C1,NVD03,27019195
C1,NVD03,27448496
C1,NVD03,5600468951
C1,NVD03,27549688
C1,NVD03,5701005896
C1,NVD03,27421046
C1,NVD03,5801217425
C1,NVD03,27421088
C1,NVD03,27478275
C1,NVD03,27549697
C1,NVD03,28604892
C1,NVD03,27550112
C1,NVD03,27448461
C1,NVD03,27487725
C1,NVD03,28702906
C1,NVD03,27421017
C1,NVD03,27548985
C1,NVD03,27446237
C1,NVD03,5700217904
C1,NVD03,27487954
C1,NVD03,27448916
C1,NVD03,27487712
C1,NVD03,24124268
C1,NVD03,27421010
C1,NVD03,27506844
C1,NVD03,27549278
C1,NVD03,26150881
C1,NVD03,27549301
C1,NVD03,28551978
C1,NVD03,27448560
C1,NVD03,27478157
C1,NVD03,30478971
C1,NVD03,27448725
C1,NVD03,28149137
C1,NVD03,27477837
C1,NVD03,27477827
C1,NVD03,29368975
C1,NVD03,24123551
C1,NVD03,5800541244
C1,NVD03,5701474619
C1,NVD03,27012732
C1,NVD03,27506832
C1,NVD03,27448881
C1,NVD03,5701006022
C1,NVD03,24123557
C1,NVD03,27448778
C1,NVD03,5700041882
C1,NVD03,27477810
C1,NVD03,27477713
C1,NVD03,25958489
C1,NVD03,27477767
C1,NVD03,27478060
C1,NVD03,27448888
C1,NVD03,27487987
C1,NVD03,27448555
C1,NVD03,27487713
C1,NVD03,27446162
C1,NVD03,28604899
C1,NVD03,27446161
C1,NVD03,27448525
C1,NVD03,27448665
C1,NVD03,27501902
C1,NVD03,27549061
C1,NVD03,27478130
C1,NVD03,27477693
C1,NVD03,27477763
C1,NVD03,27477776
C1,NVD03,26150880
C1,NVD03,26151652
C1,NVD03,26169803
C1,NVD03,28149626
C1,NVD03,27487754
C1,NVD03,27549724
C1,NVD03,23426551
C1,NVD03,27549368
C1,NVD03,27448602
C1,NVD03,5701473078
C1,NVD03,27301131
C1,NVD03,27448828
C1,NVD03,27448503
C1,NVD03,27448871
C1,NVD03,5800274825
C1,NVD03,27477893
C1,NVD03,28603698
C1,NVD03,6000532070
C1,NVD03,22824519
C1,NVD03,27421106
C1,NVD03,5801217995
C1,NVD03,27285020
C1,NVD03,27284943
C1,NVD03,27549680
C1,NVD03,27550110
C1,NVD03,27446307
C1,NVD03,5700628495
C1,NVD03,27549758
C1,NVD03,27477775
C1,NVD03,27448647
C1,NVD03,27478071
C1,NVD03,18364989
C1,NVD03,26150885
C1,NVD03,27419729
C1,NVD03,30007822
C1,NVD03,27448764
C1,NVD03,5701084853
C1,NVD03,26471127
C1,NVD03,27549726
C1,NVD03,5700217902
C1,NVD03,27549018
C1,NVD03,18875627
C1,NVD03,5701084966
C1,NVD03,27549736
C1,NVD03,27548962
C1,NVD03,27477770
C1,NVD03,90338362
C1,NVD03,27477802
C1,NVD03,27448478
C1,NVD03,5800274961
C1,NVD03,27421045
C1,NVD03,27487761
C1,NVD03,27446339
C1,NVD03,27549231
C1,NVD03,27549029
C1,NVD03,26211109
C1,NVD03,27549712
C1,NVD03,5600470960
C1,NVD03,27448512
C1,NVD03,27026833
C1,NVD03,27501822
C1,NVD03,27478068
C1,NVD03,5701006043
C1,NVD03,27285022
C1,NVD03,27448872
C1,NVD03,6000612475
C1,NVD03,27477683
C1,NVD03,5701473144
C1,NVD03,27478094
C1,NVD03,27448630
C1,NVD03,27421050
C1,NVD03,27478039
C1,NVD03,27478062
C1,NVD03,27549683
C1,NVD03,27501883
C1,NVD03,27549262
C1,NVD03,27549069
C1,NVD03,6000612700
C1,NVD03,5700917471
C1,NVD03,25166273
C1,NVD03,21003300
C1,NVD03,27421100
C1,NVD03,17993971
C1,NVD03,20360651
C1,NVD03,27506779
C1,NVD03,27448529
C1,NVD03,27448515
C1,NVD03,27487772
C1,NVD03,27478228
C1,NVD03,22968778
C1,NVD03,28604889
C1,NVD03,27026780
C1,NVD03,5701011843
C1,NVD03,17547335
C1,NVD03,27285014
C1,NVD03,27550101
C1,NVD03,27284995
C1,NVD03,27448567
C1,NVD03,90035611
C1,NVD03,27506782
C1,NVD03,27421058
C1,NVD03,27448522
C1,NVD03,28116715
C1,NVD03,27549056
C1,NVD03,20594204
C1,NVD03,27548961
C1,NVD03,17949393
C1,NVD03,22354821
C1,NVD03,27549700
C1,NVD03,23305841
C1,NVD03,27502851
C1,NVD03,25083910
C1,NVD03,27284960
C1,NVD03,27448568
C1,NVD03,27448781
C1,NVD03,20260883
C1,NVD03,27448687
C1,NVD03,27549120
C1,NVD03,26150890
C1,NVD03,27448681
C1,NVD03,27448637
C1,NVD03,27549275
C1,NVD03,20507189
C1,NVD03,22994301
C1,NVD03,27421190
C1,NVD03,27421191
C1,NVD03,27448796
C1,NVD03,27421133
C1,NVD03,27477691
C1,NVD03,27284944
C1,NVD03,27549005
C1,NVD03,27549004
C1,NVD03,27549071
C1,NVD03,27549172
C1,NVD03,27550111
C1,NVD03,27026838
C1,NVD03,27478151
C1,NVD03,27026781
C1,NVD03,27478277
C1,NVD03,27478278
C1,NVD03,27487689
C1,NVD03,27448546
C1,NVD03,26150851
C1,NVD03,27478258
C1,NVD03,27478174
C1,NVD03,28604812
C1,NVD03,27477864
C1,NVD03,27549325
C1,NVD03,27446207
C1,NVD03,27550136
C1,NVD03,27550102
C1,NVD03,23305733
C1,NVD03,27421022
C1,NVD03,18233049
C1,NVD03,27549074
C1,NVD03,27448473
C1,NVD03,26150841
C1,NVD03,27501865
C1,NVD03,19660709
C1,NVD03,21083516
C1,NVD03,25087205
C1,NVD03,27264571
C1,NVD03,20594207
C1,NVD03,27284927
C1,NVD03,27448693
C1,NVD03,18573453
C1,NVD03,27549283
C1,NVD03,27477718
C1,NVD03,27487570
C1,NVD03,27549213
C1,NVD03,27501673
C1,NVD03,27487989
C1,NVD03,27549237
C1,NVD03,24246315
C1,NVD03,21084764
C1,NVD03,22998045
C1,NVD03,18463047
C1,NVD03,27549855
C1,NVD03,27285011
C1,NVD03,27501834
C1,NVD03,27501844
C1,NVD03,27549137
C1,NVD03,27549119
C1,NVD03,27549019
C1,NVD03,27421051
C1,NVD03,27448518
C1,NVD03,27448464
C1,NVD03,27448481
C1,NVD03,27448487
C1,NVD03,19884301
C1,NVD03,27421038
C1,NVD03,27487681
C1,NVD03,27478252
C1,NVD03,27478040
C1,NVD03,27477990
C1,NVD03,27478227
C1,NVD03,22894252
C1,NVD03,20360612
C1,NVD03,27477743
C1,NVD03,27448791
C1,NVD03,27487640
C1,NVD03,27549344
C1,NVD03,24123543
C1,NVD03,27446140
C1,NVD03,27549774
C1,NVD03,27549773
C1,NVD03,27501808
C1,NVD03,27549261
C1,NVD03,5701512006
C1,NVD03,27446084
C1,NVD03,30243175
C1,NVD03,30243176
C1,NVD03,30241133
C1,NVD03,5700919859
C1,NVD03,5700096165
C1,NVD03,5700751513
C1,NVD03,5800508552
C1,NVD03,5701059718
C1,NVD03,5801043249
C1,NVD03,5700041413
C1,NVD03,6000532527
C1,NVD03,27421077
C1,NVD03,27448709
C1,NVD03,30243173
C1,NVD03,6000048381
C1,NVD03,6000050873
C1,NVD03,5900160592
C1,NVD03,29173989
C1,NVD03,5900798854
C1,NVD03,29180219
C1,NVD03,28068748
C1,NVD03,6000048370
C1,NVD03,29159392
C1,NVD03,27706202
C1,NVD03,27706201
C1,NVD03,27706194
C1,NVD03,27706188
C1,NVD03,27675128
C1,NVD03,27706192
C1,NVD03,27706224
C1,NVD03,28056545
C1,NVD03,27704633
C1,NVD03,27702639
C1,NVD03,27702637
C1,NVD03,27702630
C1,NVD03,19061625
C1,NVD03,27702624
C1,NVD03,28068536
C1,NVD03,27708737
C1,NVD03,27719534
C1,NVD03,27719636
C1,NVD03,27072810
C1,NVD03,27045126
C1,NVD03,27072801
C1,NVD03,27072815
C1,NVD03,27072809
C1,NVD03,27584490
C1,NVD03,27072808
C1,NVD03,27675125
C1,NVD03,27060782
C1,NVD03,27719560
C1,NVD03,28115283
C1,NVD03,19050088
C1,NVD03,28116094
C1,NVD03,19050118
C1,NVD03,23025360
C1,NVD03,28116086
C1,NVD03,19042209
C1,NVD03,27584527
C1,NVD03,27072821
C1,NVD03,27584451
C1,NVD03,27675140
C1,NVD03,21122541
C1,NVD03,19063100
C1,NVD03,90280622
C1,NVD03,23020254
C1,NVD03,5900171908
C1,NVD03,90333325
C1,NVD03,29180133
C1,NVD03,29180097
C1,NVD03,27702498
C1,NVD03,28088727
C1,NVD03,23045164
C1,NVD03,29094881
C1,NVD03,27706199
C1,NVD03,29159391
C1,NVD03,27706204
C1,NVD03,27703228
C1,NVD03,27703120
C1,NVD03,27703234
C1,NVD03,27706210
C1,NVD03,27703231
C1,NVD03,27706218
C1,NVD03,27706216
C1,NVD03,28068393
C1,NVD03,28068538
C1,NVD03,28056544
C1,NVD03,27702633
C1,NVD03,27702634
C1,NVD03,28088741
C1,NVD03,27702622
C1,NVD03,28068379
C1,NVD03,28068361
C1,NVD03,27703116
C1,NVD03,27708739
C1,NVD03,29094859
C1,NVD03,27045144
C1,NVD03,27719523
C1,NVD03,27719520
C1,NVD03,27719660
C1,NVD03,27719655
C1,NVD03,27072804
C1,NVD03,27072814
C1,NVD03,27063652
C1,NVD03,27072805
C1,NVD03,27675131
C1,NVD03,28116089
C1,NVD03,27045130
C1,NVD03,27670266
C1,NVD03,15651923
C1,NVD03,25195869
C1,NVD03,21135289
C1,NVD03,28116097
C1,NVD03,29180049
C1,NVD03,27675142
C1,NVD03,27584453
C1,NVD03,27584526
C1,NVD03,27045138
C1,NVD03,27719656
C1,NVD03,27719563
C1,NVD03,27719518
C1,NVD03,27072822
C1,NVD03,18308306
C1,NVD03,27719617
C1,NVD03,27072823
C1,NVD03,27063320
C1,NVD03,27072819
C1,NVD03,28116111
C1,NVD03,28061216
C1,NVD03,5900171917
C1,NVD03,29159454
C1,NVD03,27448798
C1,NVD03,27487718
C1,NVD03,27550212
C1,NVD03,5801043387
C1,NVD03,27501858
C1,NVD03,27477902
C1,NVD03,28182718
C1,NVD03,27549793
C1,NVD03,27506818
C1,NVD03,27506737
C1,NVD03,27549711
C1,NVD03,27448534
C1,NVD03,27549836
C1,NVD03,27448813
C1,NVD03,27549418
C1,NVD03,27549706
C1,NVD03,27550154
C1,NVD03,27549043
C1,NVD03,27506794
C1,NVD03,6000612904
C1,NVD03,27501918
C1,NVD03,27284985
C1,NVD03,27027251
C1,NVD03,27548960
C1,NVD03,19473461
C1,NVD03,24126318
C1,NVD03,27285025
C1,NVD03,19660671
C1,NVD03,17993895
C1,NVD03,27549710
C1,NVD03,18001955
C1,NVD03,26150933
C1,NVD03,27477715
C1,NVD03,27549185
C1,NVD03,19665538
C1,NVD03,27448646
C1,NVD03,28183089
C1,NVD03,27446209
C1,NVD03,26365958
C1,NVD03,27549211
C1,NVD03,90035551
C1,NVD03,27501809
C1,NVD03,27488000
C1,NVD03,27012762
C1,NVD03,27026844
C1,NVD03,22941329
C1,NVD03,22944073
C1,NVD03,22941321
C1,NVD03,22894316
C1,NVD03,20360650
C1,NVD03,20360645
C1,NVD03,19629901
C1,NVD03,27549173
C1,NVD04,6000550453
C1,NVD04,30137784
C1,NVD04,27873821
C1,NVD04,5700041409
C1,NVD04,27873842
C1,NVD04,23027914
C1,NVD04,21989091
C1,NVD04,27706179
C1,NVD04,28088699
C1,NVD04,25211490
C1,NVD04,29174079
C1,NVD04,29174050
C1,NVD04,28068201
C1,NVD04,28069000
C1,NVD04,27702122
C1,NVD04,27698702
C1,NVD04,27697842
C1,NVD04,27698391
C1,NVD04,27697868
C1,NVD04,27670674
C1,NVD04,23075783
C1,NVD04,23035149
C1,NVD04,24399319
C1,NVD04,23075796
C1,NVD04,23075794
C1,NVD04,28149623
C1,NVD04,29159382
C1,NVD04,29159389
C1,NVD04,29159388
C1,NVD04,28088847
C1,NVD04,27698386
C1,NVD04,27697837
C1,NVD04,27697838
C1,NVD04,28068202
C1,NVD04,27697870
C1,NVD04,27698379
C1,NVD04,27698383
C1,NVD04,27698385
C1,NVD04,27782620
C1,NVD04,27691406
C1,NVD04,27697829
C1,NVD04,27697861
C1,NVD04,27697865
C1,NVD04,19063088
C1,NVD04,19064734
C1,NVD04,21989118
C1,NVD04,29159401
C1,NVD04,27698382
C1,NVD04,27702123
C1,NVD04,27702120
C1,NVD04,27697835
C1,NVD04,27697836
C1,NVD04,28068386
C1,NVD04,27697869
C1,NVD04,27698393
C1,NVD04,21139037
C1,NVD04,27698375
C1,NVD04,23035162
C1,NVD04,23035179
C1,NVD04,24398620
C1,NVD04,23005241
C1,NVD04,29160127
C1,NVD04,28068780
C1,NVD04,29159409
C1,NVD04,29101705
C1,NVD04,27702121
C1,NVD04,28014648
C1,NVD04,27697858
C1,NVD04,27698392
C1,NVD04,27698381
C1,NVD04,27698389
C1,NVD04,27697874
C1,NVD04,27697873
C1,NVD04,19056644
C1,NVD04,19042215
C1,NVD04,23027974
C1,NVD04,21144196
C1,NVD04,29179956
C1,NVD04,29094838
C1,NVD04,29174103
C1,NVD04,29159395
C1,NVD04,29159383
C1,NVD04,29174116
C1,NVD04,27672620
C1,NVD04,27697830
C1,NVD04,27698378
C1,NVD04,27698376
C1,NVD04,28068353
C1,NVD04,27782621
C1,NVD04,27697834
C1,NVD04,27673283
C1,NVD04,19061633
C1,NVD04,19064509
C1,NVD04,18378191
C1,NVD04,19056660
C1,NVD04,19050135
C1,NVD04,18378219
C1,NVD04,23045866
C1,NVD04,6000048372
C1,NVD04,21144116
C1,NVD04,29159390
C1,NVD04,28056531
C1,NVD04,27697862
C1,NVD04,27697867
C1,NVD04,27698387
C1,NVD04,27697859
C1,NVD04,27697871
C1,NVD04,27698377
C1,NVD04,27697860
C1,NVD04,28068387
C1,NVD04,25248183
C1,NVD04,21144051
C1,NVD04,19063089
C1,NVD04,19061628
C1,NVD04,23075784
C1,NVD04,23307700
C1,NVD04,23426565
C1,NVD04,29159396
C1,NVD04,29159394
C1,NVD04,29174096
C1,NVD04,28068791
C1,NVD04,28088774
C1,NVD04,28068203
C1,NVD04,28014649
C1,NVD04,27697840
C1,NVD04,27672622
C1,NVD04,27672621
C1,NVD04,27060631
C1,NVD04,27697857
C1,NVD04,27063668
C1,NVD04,27698394
C1,NVD04,27060639
C1,NVD04,27696196
C1,NVD04,27697831
C1,NVD04,24398619
C1,NVD04,23071101
C1,NVD04,19063132
C1,NVD04,21142057
C1,NVD04,21989088
C1,NVD04,6000048328
C1,NVD04,27072813
C1,NVD04,29159403
C1,NVD04,29159963
C1,NVD04,27698380
C1,NVD04,29159404
C1,NVD04,28115308
C1,NVD04,27697864
C1,NVD04,27697832
C1,NVD04,27697866
C1,NVD04,27697839
C1,NVD04,27672619
C1,NVD04,27698384
C1,NVD04,27697872
C1,NVD04,18450823
C1,NVD04,20829752
C1,NVD04,24488775
C1,NVD04,28116083
C1,NVD04,5801044570
C1,NVD04,5700041924
C1,NVD04,30137797
C1,NVD04,27654069
C1,NVD04,30138482
C1,NVD04,5701062907
C1,NVD04,6000196218
C1,NVD04,5700068120
C1,NVD04,5701309707
C1,NVD04,6100901541
C1,NVD04,90046383
C1,NVD04,5701473312
C1,NVD04,20360661
C1,NVD04,28603831
C1,NVD04,6000484963
C1,NVD04,30137439
C1,NVD04,28069062
C1,NVD04,30137148
C1,NVD04,27063660
C1,NVD05,5700751017
C1,NVD05,25203555
C1,NVD05,20282720
C1,NVD05,5800687790
C1,NVD05,5700918674
C1,NVD05,6000612907
C1,NVD05,28182491
C1,NVD05,6100841776
C1,NVD05,28271006
C1,NVD05,24268649
C1,NVD05,30006867
C1,NVD05,24222942
C1,NVD05,5700751019
C1,NVD05,5600133512
C1,NVD05,5700751022
C1,NVD05,5700751050
C1,NVD05,5700751049
C1,NVD05,5700751060
C1,NVD05,5801264854
C1,NVD05,5701473042
C1,NVD05,5600133506
C1,NVD05,5700751043
C1,NVD05,26134380
C1,NVD05,20299829
C1,NVD05,24492387
C1,NVD05,5800687786
C1,NVD05,23068449
C1,NVD05,28088864
C1,NVD05,27584449
C1,NVD05,28069032
C1,NVD05,27701459
C1,NVD05,27756673
C1,NVD05,25248815
C1,NVD05,23071103
C1,NVD05,6000050896
C1,NVD05,5900170216
C1,NVD05,5701541940
C1,NVD05,29160067
C1,NVD05,29116414
C1,NVD05,29110989
C1,NVD05,28088865
C1,NVD05,28068195
C1,NVD05,23075785
C1,NVD05,6000050866
C1,NVD05,25248184
C1,NVD05,6000549875
C1,NVD05,29139480
C1,NVD05,28088857
C1,NVD05,28068348
C1,NVD05,5900170294
C1,NVD05,24398704
C1,NVD05,25203618
C1,NVD05,25203624
C1,NVD05,23066665
C1,NVD05,29180406
C1,NVD05,23071818
C1,NVD05,28088890
C1,NVD05,27701469
C1,NVD05,28088742
C1,NVD05,27584454
C1,NVD05,28061195
C1,NVD05,27063602
C1,NVD05,23066570
C1,NVD05,18295272
C1,NVD05,24396401
C1,NVD05,23066663
C1,NVD05,27710595
C1,NVD05,27719559
C1,NVD05,5900171929
C1,NVD05,28149614
C1,NVD05,28116108
C1,NVD05,23066662
C1,NVD05,29111010
C1,NVD05,29111005
C1,NVD05,28088888
